type,stamp_relative,stamp_absolute,error,linear_x,angular_z
error,9.657762,1761866495.318169,-0.204878,0.300000,0.158019
command,9.685811,1761866495.346218,nan,0.300000,0.240843
error,9.697601,1761866495.358008,-0.056098,0.300000,0.240843
command,9.717694,1761866495.378100,nan,0.300000,0.363979
error,9.726622,1761866495.387029,0.012195,0.300000,0.363979
command,9.750644,1761866495.411051,nan,0.300000,0.195220
error,9.756794,1761866495.417201,0.039024,0.300000,0.195220
command,9.786851,1761866495.447257,nan,0.300000,0.100416
error,9.797221,1761866495.457628,0.019512,0.300000,0.100416
command,9.816431,1761866495.476838,nan,0.300000,-0.040248
error,9.823864,1761866495.484271,-0.051220,0.300000,-0.040248
command,9.852320,1761866495.512727,nan,0.300000,-0.227368
error,9.863703,1761866495.524109,-0.158537,0.300000,-0.227368
command,9.882764,1761866495.543170,nan,0.300000,-0.399500
error,9.893310,1761866495.553716,-0.309756,0.300000,-0.399500
command,9.918626,1761866495.579033,nan,0.300000,-0.631597
error,9.930737,1761866495.591144,-0.309756,0.300000,-0.631597
command,9.948222,1761866495.608629,nan,0.300000,-0.216829
error,9.957327,1761866495.617734,-0.309756,0.300000,-0.216829
command,9.982258,1761866495.642664,nan,0.300000,-0.216829
error,9.990876,1761866495.651283,-0.309756,0.300000,-0.216829
command,10.018116,1761866495.678522,nan,0.300000,-0.216829
error,10.029597,1761866495.690004,-0.309756,0.300000,-0.216829
command,10.047734,1761866495.708141,nan,0.300000,-0.216829
